Date,WIL5000,BofA_AAA,BofA_BBB,BofA_CCC,Gold
2013-01-02,62.03,541.2,674.54,318.68,1693.75
2013-01-03,61.96,539.22,673.59,319.68,1679.5
2013-01-04,62.31,538.94,674.09,320.16,1648.0
2013-01-07,62.14,539.58,675.15,320.9,1645.25
2013-01-08,61.98,540.77,676.26,321.26,1656.0
2013-01-09,62.2,541.28,677.06,321.88,1657.75
2013-01-10,62.61,540.41,676.11,322.58,1675.0
2013-01-11,62.63,541.23,676.96,322.83,1657.5
2013-01-14,62.59,541.93,677.42,323.23,1666.5
2013-01-15,62.71,542.98,678.08,322.95,1680.5
2013-01-16,62.68,543.03,678.15,323.0,1676.25
2013-01-17,63.05,541.16,676.53,323.86,1675.0
2013-01-18,63.25,542.55,677.9,324.41,1688.5
2013-01-22,63.57,543.01,678.57,324.97,1690.5
2013-01-23,63.64,542.89,678.42,326.14,1690.25
2013-01-24,63.7,542.47,678.15,326.87,1671.0
2013-01-25,64.08,538.82,674.84,327.39,1660.0
2013-01-28,63.99,538.27,674.13,327.95,1656.5
2013-01-29,64.21,537.58,673.45,327.68,1663.5
2013-01-30,63.94,536.66,672.32,327.25,1677.5
2013-01-31,63.89,536.84,672.49,326.17,1664.75
2013-02-01,64.51,536.17,671.59,326.36,1669.0
2013-02-04,63.77,537.44,672.53,326.1,1666.0
2013-02-05,64.42,535.97,670.97,325.72,1673.5
2013-02-06,64.51,537.47,672.27,325.44,1674.25
2013-02-07,64.4,538.27,672.91,324.74,1668.0
2013-02-08,64.78,538.18,672.83,324.1,1668.25
2013-02-11,64.74,538.99,673.33,324.41,1652.0
2013-02-12,64.86,537.5,672.1,324.55,1647.5
2013-02-13,64.95,536.27,671.17,325.39,1645.0
2013-02-14,65.04,538.2,673.0,325.52,1646.0
2013-02-15,64.96,537.66,672.61,325.84,1612.25
2013-02-19,65.43,536.32,671.84,326.53,1607.75
2013-02-20,64.56,536.33,672.08,327.0,1588.5
2013-02-21,64.12,538.01,673.46,326.49,1577.0
2013-02-22,64.71,538.71,674.08,326.73,1576.5
2013-02-25,63.54,541.44,676.89,327.4,1586.25
2013-02-26,63.92,541.98,676.87,327.12,1590.5
2013-02-27,64.74,541.19,676.04,327.31,1604.25
2013-02-28,64.72,541.51,677.08,327.95,1588.5
2013-03-01,64.86,542.49,678.11,327.98,1582.25
2013-03-04,65.16,541.31,677.46,328.36,1574.25
2013-03-05,65.79,540.73,677.24,329.26,1579.75
2013-03-06,65.88,538.98,675.97,329.66,1574.0
2013-03-07,66.05,537.06,674.35,329.72,1579.5
2013-03-08,66.39,535.16,672.65,329.93,1581.75
2013-03-11,66.57,535.29,672.99,330.52,1579.0
2013-03-12,66.42,536.6,674.45,330.8,1594.0
2013-03-13,66.56,536.69,674.53,331.06,1589.25
2013-03-14,66.94,535.89,673.97,331.87,1586.0
2013-03-15,66.82,536.9,675.28,332.29,1595.5
2013-03-18,66.47,538.35,676.52,332.23,1603.75
2013-03-19,66.29,540.21,678.22,332.36,1610.75
2013-03-20,66.79,538.78,676.89,332.66,1607.5
2013-03-21,66.26,539.01,677.08,332.7,1613.75
2013-03-22,66.68,539.73,677.46,332.73,1607.75
2013-03-25,66.49,539.54,677.69,333.2,1599.25
2013-03-26,66.99,540.0,677.74,333.34,1598.0
2013-03-27,66.99,541.57,679.0,333.37,1603.0
2013-03-28,67.26,540.86,678.27,333.52,1598.25
2013-04-02,67.11,540.89,678.75,334.38,1583.5
2013-04-03,66.34,542.59,680.68,334.69,1574.75
2013-04-04,66.63,544.93,683.43,334.84,1546.5
2013-04-05,66.38,548.63,687.05,334.05,1568.0
2013-04-08,66.87,547.12,686.25,334.45,1575.0
2013-04-09,67.06,546.28,685.98,335.05,1577.25
2013-04-10,67.89,544.19,684.14,335.86,1575.0
2013-04-11,68.14,544.81,684.92,336.96,1565.0
2013-04-12,67.95,547.54,687.61,337.17,1535.5
2013-04-15,66.26,548.7,688.34,337.16,1395.0
2013-04-16,67.25,547.69,687.73,336.92,1380.0
2013-04-17,66.28,547.96,687.99,336.72,1392.0
2013-04-18,65.84,548.79,688.43,336.61,1393.75
2013-04-19,66.48,547.9,687.79,336.61,1405.5
2013-04-22,66.77,548.17,688.37,337.03,1424.5
2013-04-23,67.5,547.99,688.69,337.56,1408.0
2013-04-24,67.56,548.15,689.06,338.14,1428.5
2013-04-25,67.87,547.54,688.84,338.76,1451.0
2013-04-26,67.73,549.54,690.77,339.01,1471.5
2013-04-29,68.19,549.06,690.66,340.15,1467.5
2013-04-30,68.42,548.95,690.84,340.83,1469.0
2013-05-01,67.68,550.61,692.74,341.8,1454.75
2013-05-02,68.36,550.86,693.46,342.06,1469.25
2013-05-03,69.11,546.57,689.56,343.15,1469.25
2013-05-07,69.65,545.01,689.08,345.32,1444.25
2013-05-08,69.96,545.84,690.1,344.91,1468.0
2013-05-09,69.74,545.1,689.8,345.1,1465.5
2013-05-10,70.1,541.93,686.51,344.86,1426.5
2013-05-13,70.09,541.41,685.48,344.26,1430.75
2013-05-14,70.82,539.76,684.63,343.97,1433.75
2013-05-15,71.18,540.87,685.08,344.11,1410.0
2013-05-16,70.81,543.37,688.05,344.39,1381.0
2013-05-17,71.53,540.2,685.13,344.51,1368.75
2013-05-20,71.5,540.02,684.97,345.25,1354.75
2013-05-21,71.63,540.9,685.62,345.61,1360.75
2013-05-22,70.94,538.7,683.2,345.87,1408.5
2013-05-23,70.76,539.06,683.11,344.38,1380.5
2013-05-24,70.71,539.77,683.62,344.23,1390.25
2013-05-28,71.21,536.08,679.37,344.43,1376.5
2013-05-29,70.65,536.53,678.17,342.42,1382.5
2013-05-30,70.94,536.04,677.55,342.38,1413.5
2013-05-31,70.0,534.88,675.35,341.8,1394.5
2013-06-03,70.33,536.02,675.55,340.61,1402.5
2013-06-04,69.92,534.92,674.24,340.02,1399.5
2013-06-05,68.97,535.94,673.35,337.32,1404.0
2013-06-06,69.62,536.15,673.41,336.36,1400.0
2013-06-07,70.49,532.6,670.41,338.19,1386.0
2013-06-10,70.52,530.95,668.3,338.18,1383.25
2013-06-11,69.77,531.13,666.66,335.41,1374.25
2013-06-12,69.2,529.96,665.43,335.9,1382.75
2013-06-13,70.23,531.73,667.46,335.25,1385.0
2013-06-14,69.85,533.45,670.52,336.41,1391.25
2013-06-17,70.36,531.78,669.4,337.32,1384.75
2013-06-18,70.91,531.9,668.42,337.64,1366.75
2013-06-19,69.98,528.08,663.92,337.51,1372.75
2013-06-20,68.22,523.24,655.65,332.82,1292.5
2013-06-21,68.35,521.02,652.05,332.07,1295.25
2013-06-24,67.53,519.99,647.82,328.81,1286.75
2013-06-25,68.22,518.69,646.98,328.55,1279.0
2013-06-26,68.87,520.63,649.57,330.01,1236.25
2013-06-27,69.43,522.5,652.45,331.7,1232.75
2013-06-28,69.21,523.81,653.6,332.69,1192.0
2013-07-01,69.69,524.61,654.2,333.42,1242.75
2013-07-02,69.63,525.5,655.48,333.72,1252.5
2013-07-03,69.67,524.61,653.93,333.55,1250.0
2013-07-05,70.39,517.28,646.92,333.06,1212.75
2013-07-08,70.75,520.39,649.64,333.04,1235.25
2013-07-09,71.29,520.4,650.74,334.21,1255.5
2013-07-10,71.33,518.99,649.75,335.02,1256.0
2013-07-11,72.3,522.73,653.99,337.32,1285.0
2013-07-12,72.52,521.76,653.76,338.09,1279.75
2013-07-15,72.67,523.46,656.12,339.33,1284.75
2013-07-16,72.36,524.63,657.88,340.1,1291.5
2013-07-17,72.6,525.96,659.74,341.06,1297.25
2013-07-18,72.99,523.95,659.32,341.98,1283.25
2013-07-19,73.06,526.08,661.65,342.59,1295.75
2013-07-22,73.24,526.69,662.83,343.11,1327.0
2013-07-23,73.12,525.41,662.35,343.24,1333.5
2013-07-24,72.8,523.27,659.72,342.05,1335.0
2013-07-25,73.12,522.84,658.86,340.71,1326.0
2013-07-26,73.13,524.98,660.47,340.3,1331.0
2013-07-29,72.85,523.52,659.41,340.71,1329.75
2013-07-30,72.93,523.1,658.97,340.97,1324.15
2013-07-31,72.94,523.71,659.0,340.74,1314.5
2013-08-01,73.93,518.87,655.0,340.75,1315.0
2013-08-02,74.03,523.03,658.59,340.08,1309.25
2013-08-05,73.99,521.7,657.34,340.21,1304.75
2013-08-06,73.51,521.69,657.2,340.01,1280.5
2013-08-07,73.19,523.12,658.29,339.51,1282.5
2013-08-08,73.51,523.56,659.04,339.68,1298.25
2013-08-09,73.34,523.82,659.11,340.1,1309.0
2013-08-12,73.3,522.63,658.26,340.22,1341.0
2013-08-13,73.41,518.87,654.7,340.31,1328.5
2013-08-14,73.05,518.97,654.75,340.56,1326.5
2013-08-15,71.99,516.87,652.64,339.61,1329.75
2013-08-16,71.76,514.5,650.23,339.5,1369.25
2013-08-19,71.3,512.37,648.05,339.1,1365.0
2013-08-20,71.71,514.52,649.67,338.81,1372.5
2013-08-21,71.32,513.03,647.82,338.75,1363.0
2013-08-22,71.97,512.08,646.57,338.44,1375.5
2013-08-23,72.26,515.28,649.63,338.74,1377.5
2013-08-27,70.82,519.79,653.38,339.13,1419.25
2013-08-28,71.02,517.43,651.26,339.15,1419.5
2013-08-29,71.26,519.31,652.79,339.53,1407.75
2013-09-03,71.21,516.43,650.18,340.59,1399.5
2013-09-04,71.78,515.02,648.89,340.37,1390.0
2013-09-05,71.9,511.34,645.6,340.01,1385.0
2013-09-06,71.95,512.31,646.91,340.1,1387.0
2013-09-09,72.75,514.22,648.77,340.78,1390.0
2013-09-10,73.31,511.88,646.82,341.13,1358.25
2013-09-11,73.53,513.16,648.38,341.38,1363.75
2013-09-12,73.28,513.69,649.09,342.0,1328.0
2013-09-13,73.48,513.75,649.3,341.97,1318.5
2013-09-16,73.83,513.9,650.46,343.49,1324.0
2013-09-17,74.21,514.36,651.47,343.59,1312.25
2013-09-18,75.09,518.71,655.96,343.6,1301.0
2013-09-19,75.02,517.52,656.3,345.31,1365.5
2013-09-20,74.52,518.99,657.39,345.56,1349.25
2013-09-23,74.18,519.74,658.07,345.18,1323.0
2013-09-24,74.07,522.25,660.34,344.86,1314.25
2013-09-25,73.92,523.6,661.54,344.19,1322.75
2013-09-26,74.24,522.26,660.34,344.27,1333.0
2013-09-27,73.96,522.72,660.56,343.76,1341.0
2013-09-30,73.59,522.46,659.85,343.17,1326.5
2013-10-01,74.27,521.27,659.04,343.23,1290.75
2013-10-02,74.2,521.82,660.26,343.57,1306.25
2013-10-03,73.52,522.24,661.04,343.92,1316.0
2013-10-04,74.05,521.07,660.04,344.19,1309.75
2013-10-07,73.37,522.2,661.11,344.14,1323.5
2013-10-08,72.38,522.15,661.14,344.16,1329.5
2013-10-09,72.34,521.13,660.76,343.78,1304.0
2013-10-10,73.95,520.68,660.81,344.22,1298.5
2013-10-11,74.48,521.29,661.8,344.49,1265.5
2013-10-14,74.8,521.45,662.08,344.75,1285.5
2013-10-15,74.26,520.34,661.25,345.07,1270.5
2013-10-16,75.27,522.63,663.79,345.66,1273.5
2013-10-17,75.83,525.25,667.28,346.64,1319.25
2013-10-18,76.39,525.51,668.23,347.63,1316.5
2013-10-21,76.38,524.68,667.88,348.34,1317.5
2013-10-22,76.79,527.68,671.27,348.9,1333.0
2013-10-23,76.41,528.64,672.28,349.28,1331.25
2013-10-24,76.73,527.44,671.11,349.92,1344.75
2013-10-25,76.98,528.29,671.91,349.84,1347.75
2013-10-28,77.02,528.08,671.9,350.34,1361.0
2013-10-29,77.41,527.94,672.05,350.46,1349.25
2013-10-30,76.95,527.55,671.92,350.8,1354.75
2013-10-31,76.67,527.39,671.88,350.87,1324.0
2013-11-01,76.83,524.98,669.45,351.3,1306.75
2013-11-04,77.18,525.25,669.73,351.68,1320.5
2013-11-05,76.97,522.95,667.45,351.31,1307.25
2013-11-06,77.18,523.36,667.74,351.32,1319.0
2013-11-07,76.06,524.82,669.11,351.5,1307.25
2013-11-08,77.09,520.33,664.16,350.97,1285.5
2013-11-11,77.17,520.49,664.44,351.24,1282.5
2013-11-12,77.02,519.82,663.1,351.07,1281.25
2013-11-13,77.71,521.13,664.51,350.59,1272.5
2013-11-14,78.05,522.79,666.53,351.11,1286.0
2013-11-15,78.39,522.35,666.85,351.55,1287.25
2013-11-18,77.98,524.82,669.34,352.39,1283.5
2013-11-19,77.73,523.09,668.09,352.39,1275.75
2013-11-20,77.48,520.12,665.47,352.73,1257.0
2013-11-21,78.22,520.91,666.0,352.43,1240.0
2013-11-22,78.61,522.61,667.61,352.74,1246.25
2013-11-25,78.5,523.16,668.37,353.51,1243.0
2013-11-26,78.63,525.1,670.35,353.52,1247.5
2013-11-27,78.88,523.94,669.38,353.79,1245.0
2013-11-29,78.84,524.04,669.52,353.97,1253.0
2013-12-02,78.58,521.93,667.53,354.32,1229.5
2013-12-03,78.32,523.0,668.41,354.32,1217.25
2013-12-04,78.26,520.32,666.0,354.4,1227.5
2013-12-05,78.0,520.04,665.67,354.72,1222.5
2013-12-06,78.79,519.88,665.53,354.92,1233.0
2013-12-09,78.92,520.84,666.97,355.34,1237.0
2013-12-10,78.66,523.19,669.93,355.31,1266.25
2013-12-11,77.73,521.69,668.62,355.44,1260.75
2013-12-12,77.55,521.72,667.92,355.12,1225.25
2013-12-13,77.64,522.73,668.79,355.1,1232.0
2013-12-16,78.14,522.24,668.93,355.3,1234.75
2013-12-17,77.97,523.14,670.53,355.21,1231.75
2013-12-18,79.16,522.34,669.72,355.23,1230.5
2013-12-19,79.07,522.53,669.6,355.88,1196.0
2013-12-20,79.62,524.97,671.76,356.1,1195.25
2013-12-23,80.12,524.12,671.1,356.48,1199.0
2013-12-27,80.69,521.19,668.65,357.08,1214.5
2013-12-30,80.7,522.74,670.61,357.4,1204.5
2014-01-02,80.34,522.56,670.97,358.17,1225.0
2014-01-03,80.38,522.55,670.87,358.5,1234.5
2014-01-06,80.13,524.12,672.82,359.36,1246.25
2014-01-07,80.66,524.96,673.77,360.2,1227.5
2014-01-08,80.67,523.61,671.77,360.47,1221.0
2014-01-09,80.69,524.68,672.95,360.54,1226.0
2014-01-10,80.94,528.39,676.65,360.74,1244.25
2014-01-13,79.92,529.41,678.13,361.29,1248.0
2014-01-14,80.83,527.99,676.76,361.32,1251.5
2014-01-15,81.24,527.22,676.53,361.84,1236.0
2014-01-16,81.19,528.68,678.07,362.22,1241.5
2014-01-17,80.89,529.52,678.73,362.59,1250.0
2014-01-21,81.17,530.13,679.39,362.92,1238.0
2014-01-22,81.3,528.72,678.03,363.14,1241.0
2014-01-23,80.62,531.75,680.6,362.71,1263.0
2014-01-24,78.89,532.31,680.25,361.06,1267.0
2014-01-27,78.36,531.11,679.02,360.74,1260.5
2014-01-28,78.96,531.9,680.0,360.83,1251.25
2014-01-29,78.13,534.17,681.93,360.66,1264.0
2014-01-30,79.11,533.64,681.21,361.13,1242.5
2014-01-31,78.65,534.61,681.64,360.84,1251.0
2014-02-03,76.74,537.68,684.57,360.64,1262.0
2014-02-04,77.33,535.74,683.12,360.07,1250.25
2014-02-05,77.16,533.78,681.68,360.31,1254.5
2014-02-06,78.09,532.6,681.38,360.85,1256.5
2014-02-07,79.11,533.59,682.83,361.56,1259.25
2014-02-10,79.24,533.67,683.33,362.14,1277.0
2014-02-11,80.09,532.62,682.7,362.77,1282.0
2014-02-12,80.17,531.05,681.56,363.22,1289.5
2014-02-13,80.73,532.99,684.33,363.14,1296.0
2014-02-14,81.07,532.59,684.36,363.46,1320.0
2014-02-18,81.3,533.91,686.14,364.17,1320.75
2014-02-19,80.74,532.92,685.37,364.53,1320.5
2014-02-20,81.28,532.22,684.58,364.7,1316.25
2014-02-21,81.2,533.8,685.73,364.91,1323.25
2014-02-24,81.71,533.3,685.7,365.54,1334.75
2014-02-25,81.64,535.4,687.99,365.86,1339.0
2014-02-26,81.75,536.89,689.18,366.26,1331.75
2014-02-27,82.17,538.44,690.74,366.7,1332.25
2014-02-28,82.29,538.36,691.22,367.13,1326.5
2014-03-03,81.73,540.25,692.41,366.97,1349.5
2014-03-04,83.06,537.07,689.87,367.38,1334.75
2014-03-05,83.07,536.81,689.85,367.61,1337.0
2014-03-06,83.19,535.07,688.45,367.42,1345.25
2014-03-07,83.19,533.27,686.36,366.99,1335.25
2014-03-10,83.1,533.44,686.33,367.0,1344.0
2014-03-11,82.62,534.21,687.06,367.15,1346.25
2014-03-12,82.72,535.63,687.78,366.99,1366.0
2014-03-13,81.75,538.42,690.22,366.94,1368.75
2014-03-14,81.64,538.13,689.87,366.44,1385.0
2014-03-17,82.35,536.28,688.56,366.9,1378.5
2014-03-18,83.01,536.74,689.59,367.11,1355.75
2014-03-19,82.47,533.77,687.25,367.43,1338.0
2014-03-20,82.89,533.96,687.17,366.65,1327.0
2014-03-21,82.63,535.5,688.7,366.99,1336.0
2014-03-24,82.09,536.9,689.76,367.33,1310.75
2014-03-25,82.35,536.97,690.16,367.45,1313.5
2014-03-26,81.61,538.42,692.09,367.74,1304.0
2014-03-27,81.49,539.78,693.69,367.88,1296.0
2014-03-28,81.84,538.26,692.67,368.1,1294.75
2014-03-31,82.61,538.06,692.81,368.59,1291.75
2014-04-01,83.34,537.08,692.34,369.42,1283.75
2014-04-02,83.57,535.74,690.99,369.42,1292.0
2014-04-03,83.32,536.05,691.89,369.53,1284.0
2014-04-04,82.14,538.81,694.71,369.9,1297.25
2014-04-07,81.15,540.14,696.28,369.79,1299.0
2014-04-08,81.57,540.8,697.06,369.58,1309.5
2014-04-09,82.52,540.4,697.08,369.61,1301.75
2014-04-10,80.71,542.8,699.88,370.1,1320.5
2014-04-11,79.88,543.67,700.48,369.32,1318.0
2014-04-14,80.43,543.14,699.96,369.42,1325.75
2014-04-15,80.92,543.73,700.41,369.51,1298.0
2014-04-16,81.83,543.56,700.26,369.59,1301.5
2014-04-17,81.99,541.06,697.96,369.57,1299.0
2014-04-22,82.78,541.21,698.83,369.96,1286.75
2014-04-23,82.51,542.68,700.49,370.19,1285.25
2014-04-24,82.58,542.64,700.72,370.63,1291.5
2014-04-25,81.72,543.59,701.36,370.54,1301.25
2014-04-28,81.82,542.95,700.95,370.66,1299.0
2014-04-29,82.27,541.89,700.41,370.8,1297.75
2014-04-30,82.55,543.58,702.25,371.2,1288.5
2014-05-01,82.63,545.52,704.45,371.41,1278.5
2014-05-02,82.59,546.45,705.49,371.61,1281.25
2014-05-06,81.9,546.21,705.85,371.85,1306.25
2014-05-07,82.29,545.91,706.15,371.65,1296.0
2014-05-08,82.06,546.31,707.02,371.98,1287.0
2014-05-09,82.25,545.15,705.95,372.17,1291.25
2014-05-12,83.21,543.69,704.81,372.52,1298.75
2014-05-13,83.15,545.31,706.89,372.93,1296.5
2014-05-14,82.7,548.45,710.03,373.24,1305.25
2014-05-15,81.98,550.01,711.53,372.69,1299.0
2014-05-16,82.29,549.56,710.91,373.06,1291.5
2014-05-19,82.67,548.66,710.51,373.36,1302.0
2014-05-20,82.05,549.24,711.28,373.57,1295.5
2014-05-21,82.69,547.53,709.94,373.39,1287.25
2014-05-22,82.98,546.86,709.21,373.25,1298.5
2014-05-23,83.39,548.04,710.47,373.14,1291.5
2014-05-27,83.95,549.18,711.88,373.59,1275.5
2014-05-28,83.84,552.37,715.38,373.73,1263.5
2014-05-29,84.28,551.82,715.3,374.19,1255.0
2014-05-30,84.35,551.37,714.92,374.89,1250.5
2014-06-02,84.4,548.54,712.18,375.44,1247.25
2014-06-03,84.35,546.34,709.92,375.34,1242.75
2014-06-04,84.58,546.0,709.49,375.49,1245.25
2014-06-05,85.24,546.6,710.39,375.87,1252.5
2014-06-06,85.69,546.09,710.93,376.59,1247.5
2014-06-09,85.84,545.51,710.95,376.96,1253.5
2014-06-10,85.79,544.77,710.33,377.26,1259.5
2014-06-11,85.49,544.86,710.17,377.25,1262.0
2014-06-12,84.92,547.08,712.27,377.3,1265.75
2014-06-13,85.19,546.52,711.58,377.45,1273.0
2014-06-16,85.28,547.11,711.93,377.68,1276.25
2014-06-17,85.56,545.29,709.78,377.89,1267.5
2014-06-18,86.17,546.57,711.23,377.85,1269.75
2014-06-19,86.29,545.83,711.31,378.68,1293.0
2014-06-20,86.45,546.06,711.57,379.32,1312.5
2014-06-23,86.47,546.31,712.2,379.67,1313.5
2014-06-24,85.88,547.8,714.16,379.75,1318.5
2014-06-25,86.36,548.8,715.26,379.22,1316.75
2014-06-26,86.29,550.25,716.74,379.16,1311.75
2014-06-27,86.53,549.73,716.25,379.24,1317.5
2014-06-30,86.61,550.64,717.16,379.4,1315.0
2014-07-01,87.23,548.38,715.04,379.55,1327.5
2014-07-02,87.18,545.82,712.45,379.53,1326.5
2014-07-03,87.64,545.13,711.75,379.73,1317.5
2014-07-07,87.11,546.66,713.46,379.99,1313.0
2014-07-08,86.42,548.83,715.75,379.82,1323.0
2014-07-09,86.82,549.54,716.53,379.63,1322.75
2014-07-10,86.41,549.67,716.65,378.69,1340.25
2014-07-11,86.52,550.29,717.35,378.72,1335.0
2014-07-14,86.93,549.41,716.43,378.94,1306.0
2014-07-15,86.67,549.41,716.35,378.43,1310.0
2014-07-16,86.96,549.93,716.72,377.93,1301.0
2014-07-17,85.95,552.47,718.6,377.17,1302.5
2014-07-18,86.88,551.96,718.05,376.52,1307.25
2014-07-21,86.67,552.51,718.48,376.39,1311.5
2014-07-22,87.13,553.06,719.19,376.61,1310.25
2014-07-23,87.29,553.06,719.45,377.25,1308.0
2014-07-24,87.34,551.23,717.84,377.6,1292.75
2014-07-25,86.86,553.32,719.58,377.43,1294.75
2014-07-28,86.81,552.69,718.77,377.44,1304.5
2014-07-29,86.5,554.06,720.0,376.85,1299.25
2014-07-30,86.57,550.52,716.45,376.26,1294.5
2014-07-31,84.84,550.67,716.01,373.64,1285.25
2014-08-01,84.57,552.0,716.63,371.55,1291.25
2014-08-04,85.21,552.34,717.12,371.71,1290.5
2014-08-05,84.47,552.77,717.13,372.47,1284.75
2014-08-06,84.49,552.95,716.75,372.19,1306.5
2014-08-07,84.08,554.86,718.51,372.8,1305.25
2014-08-08,85.0,555.05,718.4,372.38,1309.75
2014-08-11,85.39,554.87,718.64,373.56,1307.25
2014-08-12,85.18,553.73,717.94,373.34,1315.75
2014-08-13,85.79,555.02,719.42,373.96,1312.0
2014-08-14,86.16,556.68,721.17,374.54,1313.5
2014-08-15,86.17,558.78,723.49,375.09,1296.0
2014-08-18,86.95,556.77,721.8,375.59,1296.75
2014-08-19,87.37,555.73,721.23,375.81,1296.5
2014-08-20,87.55,555.22,720.66,375.83,1295.0
2014-08-21,87.77,556.07,721.97,375.76,1275.25
2014-08-22,87.66,556.77,722.74,375.87,1277.25
2014-08-26,88.24,556.83,723.93,376.37,1286.0
2014-08-27,88.25,558.49,725.67,376.53,1282.75
2014-08-28,88.09,559.97,726.92,376.63,1292.0
2014-08-29,88.44,559.54,726.5,376.82,1285.75
2014-09-02,88.49,556.23,723.32,376.98,1267.0
2014-09-03,88.37,556.65,724.13,376.74,1265.5
2014-09-04,88.19,554.84,722.43,376.11,1271.5
2014-09-05,88.61,554.05,721.75,375.08,1266.0
2014-09-08,88.42,554.44,721.78,375.18,1259.0
2014-09-09,87.81,553.59,720.46,374.23,1255.75
2014-09-10,88.14,552.13,718.33,372.83,1251.0
2014-09-11,88.29,552.55,718.58,371.95,1241.25
2014-09-12,87.71,549.29,714.83,371.82,1231.5
2014-09-15,87.45,549.9,715.42,371.77,1234.25
2014-09-16,88.07,549.67,715.12,371.21,1232.25
2014-09-17,88.21,549.03,714.59,371.56,1236.0
2014-09-18,88.61,549.09,714.21,371.82,1220.5
2014-09-19,88.47,551.08,716.36,372.1,1219.75
2014-09-22,87.58,551.89,717.36,371.34,1213.5
2014-09-23,87.04,553.52,718.42,369.79,1222.0
2014-09-24,87.72,552.12,716.82,368.67,1217.25
2014-09-25,86.34,554.49,718.67,367.01,1213.75
2014-09-26,87.1,553.95,717.07,365.23,1213.75
2014-09-29,86.93,555.46,717.58,364.35,1219.5
2014-09-30,86.59,554.48,716.44,365.85,1216.5
2014-10-01,85.41,558.68,720.36,366.24,1216.5
2014-10-02,85.52,556.85,718.88,365.99,1211.75
2014-10-03,86.42,557.08,719.41,367.01,1195.0
2014-10-06,86.21,557.9,720.93,367.85,1195.75
2014-10-07,84.9,560.98,723.82,367.2,1210.5
2014-10-08,86.29,561.46,723.99,365.71,1217.0
2014-10-09,84.44,561.48,724.25,364.04,1226.75
2014-10-10,83.37,562.4,724.36,361.24,1219.0
2014-10-13,82.02,562.56,724.64,361.51,1229.0
2014-10-14,82.25,566.21,728.06,359.4,1234.75
2014-10-15,81.88,569.01,730.34,356.25,1237.5
2014-10-16,82.15,566.23,727.48,356.04,1237.75
2014-10-17,83.06,564.46,726.71,361.32,1234.25
2014-10-20,83.85,565.57,727.67,361.23,1244.5
2014-10-21,85.5,564.38,727.15,363.93,1250.25
2014-10-22,84.77,563.49,726.46,364.4,1243.75
2014-10-23,85.85,561.72,724.31,364.36,1232.75
2014-10-24,86.37,561.5,724.23,363.94,1232.75
2014-10-27,86.22,562.35,725.09,363.51,1228.75
2014-10-28,87.37,561.36,724.08,363.28,1229.25
2014-10-29,87.21,561.51,723.55,363.21,1223.5
2014-10-30,87.72,561.89,723.67,363.04,1202.0
2014-10-31,88.77,560.86,722.7,363.41,1164.25
2014-11-03,88.79,560.5,722.19,363.57,1167.75
2014-11-04,88.44,561.05,721.87,362.35,1166.5
2014-11-05,88.86,560.77,721.4,362.53,1142.0
2014-11-06,89.26,559.7,719.93,362.31,1145.0
2014-11-07,89.36,561.95,721.77,362.61,1154.5
2014-11-10,89.64,560.14,720.21,362.79,1162.0
2014-11-11,89.7,560.2,720.31,362.88,1156.5
2014-11-12,89.75,559.97,720.06,363.24,1164.5
2014-11-13,89.71,560.44,720.18,362.71,1161.75
2014-11-14,89.76,561.31,719.98,361.84,1169.0
2014-11-17,89.74,560.53,718.6,361.1,1182.5
2014-11-18,90.22,561.04,718.75,360.11,1192.75
2014-11-19,90.03,559.52,717.21,358.98,1196.0
2014-11-20,90.31,560.18,717.92,358.64,1190.0
2014-11-21,90.76,561.45,720.14,359.8,1203.75
2014-11-24,91.1,561.67,720.85,360.25,1197.5
2014-11-25,91.04,564.63,723.17,360.44,1199.0
2014-11-26,91.33,565.99,724.47,360.72,1197.5
2014-11-28,90.94,567.46,725.5,359.91,1182.75
2014-12-01,90.07,566.09,723.42,356.45,1194.0
2014-12-02,90.67,563.34,720.33,355.42,1195.0
2014-12-03,91.11,563.41,719.94,355.27,1204.75
2014-12-04,90.98,564.3,721.0,354.8,1209.0
2014-12-05,91.15,562.76,718.94,353.74,1194.0
2014-12-08,90.35,565.48,720.14,352.5,1193.0
2014-12-09,90.5,566.73,719.93,349.22,1227.0
2014-12-10,88.95,568.52,720.69,347.36,1229.0
2014-12-11,89.37,568.52,719.7,346.45,1216.25
2014-12-12,87.99,571.38,720.96,343.62,1217.0
2014-12-15,87.36,571.11,718.65,341.84,1209.25
2014-12-16,86.71,572.47,717.92,338.87,1202.5
2014-12-17,88.62,569.28,716.14,340.78,1195.75
2014-12-18,90.62,567.37,716.44,345.64,1199.0
2014-12-19,91.02,568.6,718.3,346.81,1195.5
2014-12-22,91.38,569.66,720.13,347.83,1195.25
2014-12-23,91.58,565.61,716.66,348.22,1175.75
2014-12-29,92.1,568.98,719.75,348.78,1185.5
2014-12-30,91.69,569.93,720.65,348.55,1206.0
2015-01-02,90.81,573.03,723.39,348.54,1172.0
2015-01-05,89.16,576.54,725.38,347.14,1200.0
2015-01-06,88.28,580.14,727.55,345.57,1210.25
2015-01-07,89.31,580.31,728.32,346.54,1210.5
2015-01-08,90.87,577.41,726.51,348.06,1215.5
2015-01-09,90.14,579.3,728.33,348.53,1217.75
2015-01-12,89.44,581.81,730.48,347.99,1226.5
