Date,WIL5000,BofA_AAA,BofA_BBB,BofA_CCC,Gold
2015-01-13,89.24,582.32,730.53,347.35,1231.5
2015-01-14,88.76,584.06,731.38,345.79,1235.0
2015-01-15,87.87,585.81,733.6,346.15,1259.0
2015-01-20,89.15,585.18,732.47,345.94,1288.75
2015-01-21,89.56,583.48,730.75,346.02,1293.5
2015-01-22,90.95,582.08,729.88,346.28,1295.75
2015-01-23,90.54,585.96,733.74,346.29,1294.75
2015-01-26,90.96,585.56,733.74,346.29,1281.25
2015-01-27,89.91,585.61,733.79,346.39,1288.5
2015-01-28,88.66,590.04,737.95,346.83,1288.0
2015-01-29,89.48,589.1,736.19,346.79,1268.75
2015-01-30,88.36,592.72,738.53,346.6,1260.25
2015-02-02,89.41,592.88,738.96,346.06,1272.5
2015-02-03,90.73,587.42,735.21,347.59,1264.25
2015-02-04,90.38,586.89,735.32,348.21,1268.5
2015-02-05,91.4,585.89,735.09,349.02,1259.25
2015-02-06,91.13,581.08,731.33,350.37,1241.0
2015-02-09,90.7,580.95,731.75,350.73,1238.5
2015-02-10,91.59,578.0,729.8,350.86,1234.5
2015-02-11,91.59,578.39,729.96,351.24,1223.75
2015-02-12,92.52,578.67,730.89,351.59,1222.5
2015-02-13,92.94,576.48,729.79,351.99,1232.5
2015-02-17,93.08,571.73,725.91,352.63,1209.5
2015-02-18,93.12,574.96,729.97,353.32,1206.0
2015-02-19,93.05,573.02,728.54,353.33,1209.5
2015-02-20,93.64,572.41,728.46,353.87,1208.25
2015-02-23,93.56,576.24,731.98,354.41,1204.5
2015-02-24,93.77,579.34,735.4,355.09,1192.5
2015-02-25,93.81,580.4,736.21,355.88,1204.75
2015-02-26,93.67,578.53,734.86,357.06,1208.25
2015-02-27,93.39,578.94,735.54,357.24,1214.0
2015-03-02,93.96,575.21,732.58,357.97,1212.5
2015-03-03,93.58,573.76,731.6,357.86,1212.75
2015-03-04,93.19,573.82,731.58,357.07,1199.5
2015-03-05,93.34,574.78,732.36,357.06,1202.0
2015-03-06,92.06,569.26,727.21,356.54,1175.75
2015-03-09,92.38,571.45,728.95,356.14,1168.5
2015-03-10,90.94,574.56,730.98,354.78,1162.0
2015-03-11,90.89,575.67,731.56,354.73,1150.0
2015-03-12,92.04,575.62,731.91,354.79,1152.25
2015-03-13,91.53,574.45,730.39,353.76,1152.0
2015-03-16,92.62,575.6,729.71,353.2,1150.75
2015-03-17,92.44,576.94,731.07,352.04,1150.75
2015-03-18,93.51,581.7,734.94,351.93,1147.25
2015-03-19,93.17,581.47,734.65,352.8,1166.0
2015-03-20,93.99,583.44,736.97,352.99,1183.1
2015-03-23,93.83,583.8,737.93,353.08,1186.25
2015-03-24,93.33,585.76,739.96,353.29,1191.5
2015-03-25,91.9,583.9,738.27,353.73,1195.6
2015-03-26,91.7,579.13,734.18,353.89,1203.15
2015-03-27,91.99,582.95,737.36,354.15,1195.75
2015-03-30,93.12,581.9,736.96,354.58,1185.5
2015-03-31,92.43,582.61,738.26,354.66,1187.0
2015-04-01,92.11,585.96,741.34,354.15,1197.0
2015-04-02,92.44,584.21,740.05,354.17,1198.5
2015-04-07,92.78,584.88,741.85,355.79,1211.0
2015-04-08,93.11,585.45,742.73,356.51,1207.25
2015-04-09,93.41,581.75,740.0,356.87,1194.8
2015-04-10,93.85,582.1,740.42,357.3,1207.35
2015-04-13,93.48,582.99,741.23,357.84,1198.9
2015-04-14,93.62,584.44,742.83,358.0,1194.75
2015-04-15,94.13,584.45,742.97,358.59,1192.9
2015-04-16,94.07,585.05,743.62,358.86,1204.35
2015-04-17,92.96,586.93,744.83,358.66,1203.35
2015-04-20,93.78,584.03,742.65,359.2,1196.5
2015-04-21,93.68,583.44,742.02,359.54,1195.3
2015-04-22,94.11,580.87,739.57,359.35,1189.25
2015-04-23,94.38,581.99,740.49,359.65,1185.75
2015-04-24,94.53,582.69,741.98,360.15,1183.0
2015-04-27,94.05,582.92,742.22,360.59,1200.0
2015-04-28,94.28,579.78,739.41,360.44,1209.0
2015-04-29,93.9,575.52,735.89,360.33,1209.0
2015-04-30,92.89,574.68,735.01,360.89,1180.25
2015-05-01,93.79,571.23,731.74,361.02,1175.95
2015-05-05,92.95,568.47,729.14,361.3,1197.0
2015-05-06,92.65,564.83,726.56,360.78,1194.25
2015-05-07,93.01,567.11,728.77,360.64,1187.0
2015-05-08,94.16,568.86,730.25,361.12,1186.0
2015-05-11,93.78,563.5,725.35,361.49,1189.25
2015-05-12,93.55,563.96,725.31,360.11,1191.5
2015-05-13,93.53,562.65,724.52,360.87,1210.5
2015-05-14,94.5,563.81,725.82,360.98,1225.0
2015-05-15,94.57,568.7,730.61,361.26,1220.5
2015-05-18,94.96,564.56,727.13,361.26,1223.5
2015-05-19,94.87,562.77,725.55,360.9,1214.3
2015-05-20,94.81,562.85,725.31,360.17,1210.5
2015-05-21,95.01,565.46,727.82,360.53,1205.0
2015-05-22,94.82,564.21,726.35,360.7,1204.1
2015-05-26,93.86,568.31,730.35,360.92,1185.4
2015-05-27,94.72,569.02,730.48,360.67,1185.85
2015-05-28,94.6,568.57,730.13,360.37,1185.0
2015-05-29,94.04,569.92,731.18,360.57,1191.4
2015-06-01,94.22,565.2,726.53,360.52,1199.9
2015-06-02,94.19,562.23,723.28,360.33,1192.8
2015-06-03,94.48,558.47,719.71,360.05,1190.0
2015-06-04,93.66,562.02,722.0,359.43,1176.0
2015-06-05,93.69,558.22,718.26,358.59,1164.6
2015-06-08,93.07,559.11,719.06,358.18,1172.8
2015-06-09,93.06,557.28,716.68,357.33,1177.4
2015-06-10,94.13,554.98,713.99,357.35,1188.5
2015-06-11,94.34,559.25,717.99,357.88,1178.5
2015-06-12,93.77,559.37,718.05,357.4,1182.8
2015-06-15,93.36,559.95,718.46,356.75,1181.4
2015-06-16,93.88,561.31,719.58,355.85,1177.75
2015-06-17,94.05,561.52,719.73,356.29,1178.0
2015-06-18,94.97,559.04,717.61,356.41,1201.85
2015-06-19,94.52,562.75,720.96,356.65,1203.4
2015-06-22,95.05,558.88,717.32,357.22,1185.5
2015-06-23,95.16,557.1,715.43,356.88,1178.0
2015-06-24,94.43,559.21,717.27,356.23,1173.75
2015-06-25,94.15,558.41,716.42,355.94,1172.65
2015-06-26,94.12,554.69,712.97,355.19,1170.5
2015-06-29,92.13,560.66,718.29,352.95,1176.0
2015-06-30,92.43,560.58,717.99,353.11,1171.0
2015-07-01,92.98,557.11,714.97,354.28,1168.0
2015-07-02,92.9,558.12,716.13,354.48,1165.25
2015-07-06,92.56,563.39,721.02,352.69,1166.0
2015-07-07,93.09,565.08,722.42,351.19,1156.25
2015-07-08,91.57,566.25,722.96,350.08,1158.5
2015-07-09,91.81,561.87,718.75,350.42,1164.25
2015-07-10,92.94,556.84,714.06,350.86,1159.3
2015-07-13,93.97,557.03,714.06,351.18,1154.0
2015-07-14,94.42,557.8,714.8,351.27,1157.4
2015-07-15,94.22,560.03,716.71,351.52,1147.4
2015-07-16,94.91,560.18,716.89,351.17,1144.4
2015-07-17,94.93,561.08,717.6,350.37,1132.8
2015-07-20,94.9,559.89,716.34,349.44,1104.6
2015-07-21,94.47,560.88,717.39,347.83,1105.6
2015-07-22,94.29,562.13,717.87,345.94,1088.6
2015-07-23,93.73,564.49,719.34,344.57,1097.4
2015-07-24,92.77,564.34,718.49,343.72,1080.8
2015-07-27,92.16,566.05,719.12,341.75,1100.0
2015-07-28,93.29,565.03,718.0,342.64,1096.2
2015-07-29,94.0,563.88,717.38,344.29,1090.25
2015-07-30,94.07,565.0,718.25,345.11,1087.5
2015-07-31,93.96,566.83,720.16,344.65,1098.4
2015-08-03,93.65,569.6,722.48,344.04,1091.9
2015-08-04,93.49,567.38,719.96,343.58,1090.65
2015-08-05,93.74,564.72,717.42,343.37,1085.1
2015-08-06,92.94,566.05,717.97,342.11,1089.75
2015-08-07,92.64,569.4,720.09,340.73,1093.5
2015-08-10,93.83,565.85,717.14,340.36,1097.0
2015-08-11,92.98,570.2,720.68,338.2,1108.25
2015-08-12,93.08,569.3,719.55,336.69,1119.0
2015-08-13,92.96,566.78,717.04,337.06,1116.75
2015-08-14,93.36,567.3,717.0,337.12,1118.25
2015-08-17,93.94,569.49,719.0,336.94,1118.8
2015-08-18,93.62,567.39,716.47,336.77,1111.45
2015-08-19,92.83,569.46,718.04,336.28,1126.15
2015-08-20,90.79,571.68,719.26,334.87,1147.7
2015-08-21,88.15,572.28,719.24,333.61,1156.5
2015-08-24,84.7,573.85,718.72,329.71,1166.5
2015-08-25,83.7,567.23,713.23,331.9,1137.5
2015-08-26,86.7,564.48,710.66,331.55,1120.75
2015-08-27,88.81,566.37,712.84,333.49,1119.0
2015-08-28,89.02,566.52,713.1,333.56,1135.0
2015-09-01,85.79,566.14,713.13,333.86,1142.3
2015-09-02,87.3,565.21,712.24,334.03,1137.75
2015-09-03,87.45,566.53,713.94,334.85,1128.0
2015-09-04,86.23,569.47,716.12,334.58,1118.25
2015-09-08,88.33,567.02,714.12,335.62,1121.15
2015-09-09,87.15,568.21,715.75,336.35,1109.85
2015-09-10,87.56,566.38,714.1,336.42,1109.5
2015-09-11,87.93,568.2,715.53,336.17,1100.25
2015-09-14,87.57,568.27,715.66,336.27,1104.8
2015-09-15,88.62,563.2,711.12,335.95,1105.95
2015-09-16,89.39,562.74,710.72,335.57,1117.6
2015-09-17,89.29,566.83,714.64,335.15,1117.5
2015-09-18,87.9,571.23,718.66,334.36,1141.5
2015-09-21,88.24,566.88,715.01,334.17,1133.25
2015-09-22,87.09,571.29,718.02,331.63,1122.9
2015-09-23,86.85,570.85,717.04,331.26,1131.35
2015-09-24,86.53,571.67,716.52,329.08,1154.5
2015-09-25,86.35,569.14,714.04,328.8,1146.65
2015-09-28,84.03,572.46,714.57,325.6,1131.05
2015-09-29,83.94,573.48,714.01,323.68,1132.1
2015-09-30,85.57,572.71,713.47,323.59,1114.0
2015-10-01,85.73,573.35,713.57,322.72,1119.0
2015-10-02,87.0,575.42,715.51,320.65,1140.75
2015-10-05,88.68,572.62,714.11,322.35,1139.75
2015-10-06,88.32,573.8,716.44,323.53,1147.5
2015-10-07,89.16,574.03,717.38,326.05,1144.6
2015-10-08,89.92,571.86,715.41,326.24,1140.0
2015-10-09,90.03,572.84,717.04,328.17,1151.55
2015-10-12,90.06,572.99,717.32,328.45,1164.9
2015-10-13,89.37,575.5,719.18,327.61,1165.2
2015-10-14,88.86,578.21,721.63,327.35,1173.9
2015-10-15,90.23,576.38,720.28,327.25,1184.25
2015-10-16,90.57,576.84,720.93,327.93,1180.85
2015-10-19,90.59,576.7,720.96,328.06,1175.4
2015-10-20,90.47,575.23,719.55,328.14,1177.75
2015-10-21,89.78,577.5,721.69,328.17,1167.1
2015-10-22,91.07,578.26,722.8,328.49,1167.0
2015-10-23,92.0,576.25,721.65,328.87,1161.25
2015-10-26,91.8,578.11,723.52,328.61,1166.4
2015-10-27,91.42,579.27,723.82,327.85,1165.7
2015-10-28,92.69,577.12,721.52,327.44,1179.6
2015-10-29,92.55,571.6,717.95,327.58,1148.6
2015-10-30,92.18,572.28,718.87,327.0,1142.35
2015-11-02,93.35,571.73,718.01,327.18,1134.0
2015-11-03,93.63,569.87,716.93,327.21,1123.1
2015-11-04,93.33,569.95,717.27,327.47,1114.7
2015-11-05,93.27,569.32,716.91,325.86,1106.3
2015-11-06,93.27,565.81,713.29,324.55,1088.9
2015-11-09,92.35,565.57,712.78,323.38,1089.6
2015-11-10,92.52,566.67,713.42,322.64,1087.1
2015-11-11,92.12,566.72,713.51,322.74,1085.9
2015-11-12,90.78,566.49,712.8,321.01,1087.4
2015-11-13,89.83,567.7,713.49,319.41,1081.5
2015-11-16,91.08,567.67,713.42,318.17,1084.75
2015-11-17,90.95,569.14,714.32,318.6,1079.2
2015-11-18,92.4,569.25,713.99,317.68,1067.75
2015-11-19,92.27,570.55,715.28,315.64,1082.6
2015-11-20,92.6,570.29,714.61,314.01,1081.75
2015-11-23,92.57,571.16,715.1,313.55,1070.5
2015-11-24,92.77,571.46,714.94,312.09,1076.4
2015-11-25,92.88,572.19,715.01,311.69,1068.0
2015-11-27,92.98,572.26,715.3,311.57,1057.4
2015-11-30,92.54,572.98,715.53,311.68,1061.9
2015-12-01,93.44,577.06,718.05,311.89,1065.4
2015-12-02,92.44,577.37,717.13,311.86,1055.4
2015-12-03,91.04,570.43,710.38,310.81,1055.45
2015-12-04,92.66,573.11,712.9,309.55,1079.25
2015-12-07,91.86,576.0,714.69,308.61,1075.8
2015-12-08,91.34,575.23,712.1,305.32,1072.1
2015-12-09,90.67,575.86,713.34,303.87,1081.0
2015-12-10,90.88,574.63,711.46,302.69,1071.0
2015-12-11,89.05,578.97,713.37,298.76,1072.5
2015-12-14,89.26,573.8,707.62,293.37,1068.25
2015-12-15,90.24,572.76,706.49,294.52,1061.5
2015-12-16,91.59,572.81,705.74,295.27,1075.25
2015-12-17,90.26,575.74,707.52,295.21,1049.4
2015-12-18,88.79,577.57,707.99,292.83,1062.5
2015-12-21,89.47,577.09,707.52,292.48,1078.75
2015-12-22,90.28,575.37,706.0,293.0,1074.9
2015-12-23,91.48,574.09,705.19,294.42,1068.25
2015-12-29,92.06,572.5,704.22,296.21,1070.1
2015-12-30,91.38,573.04,704.49,296.29,1060.0
2016-01-04,89.23,575.57,706.84,295.08,1082.25
2016-01-05,89.39,575.09,706.64,295.84,1077.0
2016-01-06,88.19,578.35,709.45,295.65,1091.4
2016-01-07,86.03,578.95,709.48,294.2,1106.35
2016-01-08,85.08,579.8,709.71,294.49,1101.85
2016-01-11,85.0,578.18,708.1,293.83,1100.75
2016-01-12,85.53,581.18,709.52,292.81,1085.4
2016-01-13,83.27,583.17,710.77,291.73,1088.15
2016-01-14,84.62,579.65,706.8,289.34,1088.4
2016-01-15,82.82,580.67,706.61,284.8,1093.75
2016-01-19,82.61,581.21,705.9,284.79,1086.25
2016-01-20,81.73,580.52,703.66,280.03,1101.75
2016-01-21,82.13,579.9,702.48,280.17,1096.5
2016-01-22,83.93,578.89,702.54,282.77,1096.25
2016-01-25,82.52,579.75,702.92,283.79,1106.6
2016-01-26,83.81,580.54,703.35,283.43,1113.6
2016-01-27,82.85,579.36,702.88,283.46,1116.25
2016-01-28,83.28,578.96,702.79,283.73,1114.0
2016-01-29,85.39,580.36,704.37,284.51,1111.8
2016-02-01,85.36,578.39,702.26,284.3,1126.5
2016-02-02,83.67,582.56,705.14,282.61,1128.5
2016-02-03,84.05,581.41,703.54,281.61,1132.0
2016-02-04,84.28,582.47,704.41,281.42,1156.35
2016-02-05,82.52,583.62,704.9,279.64,1150.35
2016-02-08,81.15,588.55,707.61,274.72,1193.25
2016-02-09,81.0,588.39,705.74,272.69,1191.0
2016-02-10,81.05,589.64,706.2,272.58,1190.0
2016-02-11,80.06,590.96,705.61,268.05,1241.0
2016-02-12,81.66,586.89,701.52,269.32,1239.75
2016-02-16,83.15,585.3,701.17,270.72,1209.5
2016-02-17,84.61,583.24,700.74,272.94,1210.0
2016-02-18,84.23,585.84,704.22,273.42,1210.1
2016-02-19,84.27,586.78,704.78,272.72,1231.15
2016-02-22,85.51,586.83,705.22,273.63,1211.0
2016-02-23,84.5,587.94,706.47,273.19,1221.35
2016-02-24,84.95,588.91,706.35,272.25,1250.75
2016-02-25,85.9,591.46,708.62,274.18,1236.0
2016-02-26,85.91,588.85,706.95,276.52,1226.5
2016-02-29,85.34,590.23,709.37,278.97,1234.9
2016-03-01,87.33,586.41,707.42,281.79,1236.5
2016-03-02,87.82,587.28,709.0,284.38,1239.2
2016-03-03,88.27,588.69,711.33,286.25,1250.25
2016-03-04,88.58,587.25,711.38,289.39,1277.5
2016-03-07,88.8,588.2,712.63,291.95,1267.9
2016-03-08,87.61,591.16,716.36,293.01,1267.0
2016-03-09,88.06,589.3,715.13,293.04,1246.4
2016-03-10,87.94,589.3,715.75,294.36,1266.5
2016-03-11,89.47,588.86,716.17,297.19,1264.75
2016-03-14,89.35,591.17,719.08,298.82,1242.75
2016-03-15,89.02,592.01,720.31,298.89,1232.0
2016-03-16,89.63,591.66,721.43,299.2,1228.5
2016-03-17,90.33,592.88,724.82,301.69,1266.5
2016-03-18,90.76,594.53,727.88,305.37,1252.1
2016-03-21,90.82,592.31,726.93,307.54,1244.9
2016-03-22,90.78,592.9,727.73,307.77,1252.5
2016-03-23,89.99,595.99,731.29,307.68,1217.6
2016-03-24,89.99,594.44,729.97,305.82,1221.0
2016-03-29,91.03,598.34,733.58,303.8,1226.0
2016-03-30,91.41,597.29,733.24,306.2,1236.25
2016-03-31,91.35,599.32,735.59,307.47,1237.0
2016-04-01,91.86,599.37,735.5,307.65,1213.6
2016-04-04,91.48,600.44,736.86,308.16,1219.75
2016-04-05,90.56,603.9,739.05,307.25,1231.25
2016-04-06,91.58,602.91,738.25,308.24,1221.4
2016-04-07,90.49,606.39,741.0,308.3,1242.1
2016-04-08,90.78,604.47,739.49,309.57,1239.5
2016-04-11,90.52,604.46,740.02,311.08,1254.75
2016-04-12,91.42,602.37,738.46,313.5,1254.6
2016-04-13,92.48,604.32,740.79,316.97,1245.75
2016-04-14,92.46,603.72,741.08,318.66,1233.85
2016-04-15,92.42,605.97,743.16,318.8,1227.1
2016-04-18,93.04,605.05,742.9,319.01,1234.3
2016-04-19,93.35,605.59,744.22,322.03,1255.4
2016-04-20,93.47,603.02,742.86,324.22,1252.0
2016-04-21,92.99,602.75,743.9,325.33,1249.25
2016-04-22,93.14,601.95,744.07,325.63,1243.25
2016-04-25,92.93,601.2,743.76,325.58,1238.9
2016-04-26,93.2,600.27,743.38,326.24,1241.7
2016-04-27,93.42,602.71,746.47,328.35,1247.4
2016-04-28,92.57,603.12,748.18,331.3,1256.0
2016-04-29,92.12,604.19,749.52,332.36,1285.65
2016-05-03,91.87,604.83,750.15,331.37,1294.0
2016-05-04,91.36,604.95,750.18,331.68,1283.0
2016-05-05,91.3,606.79,751.52,332.01,1280.25
2016-05-06,91.65,604.69,749.78,330.74,1289.0
2016-05-09,91.72,605.73,750.37,330.91,1265.25
2016-05-10,92.84,606.17,750.46,331.61,1262.8
2016-05-11,91.98,608.21,751.46,333.0,1276.85
2016-05-12,91.92,606.29,749.84,333.67,1279.25
2016-05-13,91.17,609.26,751.94,333.27,1265.9
2016-05-16,92.08,606.52,749.93,334.65,1285.75
2016-05-17,91.22,606.64,750.07,335.37,1277.0
2016-05-18,91.21,600.42,745.05,335.5,1272.9
2016-05-19,90.91,602.59,746.24,334.99,1246.25
2016-05-20,91.61,601.86,746.05,336.03,1254.2
2016-05-23,91.43,602.31,746.26,336.88,1245.9
2016-05-24,92.7,601.71,745.86,338.43,1236.85
2016-05-25,93.33,601.0,745.63,340.26,1220.6
2016-05-26,93.29,603.93,748.62,341.76,1223.85
2016-05-27,93.75,603.78,748.4,341.8,1216.25
2016-05-31,93.72,604.53,749.11,343.13,1212.1
2016-06-01,93.94,604.24,748.75,342.83,1214.5
2016-06-02,94.28,606.0,750.36,343.53,1212.4
2016-06-03,93.95,610.57,754.77,344.08,1240.5
2016-06-06,94.49,609.42,754.59,345.57,1244.0
2016-06-07,94.63,610.41,755.75,347.71,1241.0
2016-06-08,94.98,611.52,757.05,350.18,1263.0
2016-06-09,94.74,613.16,758.5,351.19,1263.9
2016-06-10,93.74,614.51,759.8,350.6,1275.5
2016-06-13,92.98,614.01,760.07,349.85,1280.8
2016-06-14,92.77,613.34,758.81,347.96,1287.15
2016-06-15,92.72,613.77,759.49,347.84,1283.3
2016-06-16,92.93,614.88,760.21,345.37,1310.75
2016-06-17,92.68,612.21,758.4,346.78,1290.7
2016-06-20,93.32,610.99,757.91,350.04,1281.8
2016-06-21,93.54,609.49,757.47,350.49,1272.6
2016-06-22,93.36,610.16,758.6,351.76,1264.85
2016-06-23,94.68,607.38,757.39,353.42,1262.15
2016-06-24,91.28,613.64,760.79,347.87,1315.5
2016-06-27,89.43,620.69,765.5,345.57,1324.55
2016-06-28,91.06,620.42,765.69,346.72,1309.7
2016-06-29,92.69,619.77,766.64,349.68,1321.5
2016-06-30,93.95,619.12,766.99,351.17,1320.75
2016-07-01,94.18,621.56,769.7,352.36,1340.0
2016-07-05,93.44,628.06,775.13,352.69,1350.75
2016-07-06,93.97,627.73,774.89,352.27,1366.25
2016-07-07,93.95,628.68,776.07,354.05,1356.7
2016-07-08,95.44,631.01,778.44,356.13,1354.25
2016-07-11,95.85,628.82,777.59,358.77,1357.1
2016-07-12,96.59,624.58,775.59,361.5,1342.4
2016-07-13,96.54,627.82,778.47,360.94,1342.75
2016-07-14,96.98,624.18,776.46,361.48,1323.6
2016-07-15,96.93,621.23,774.24,361.73,1327.0
2016-07-18,97.18,621.35,774.9,361.9,1334.7
2016-07-19,97.0,622.32,776.36,362.35,1330.9
2016-07-20,97.47,621.08,775.9,362.51,1315.9
2016-07-21,97.12,621.22,776.71,362.72,1321.15
2016-07-22,97.61,621.46,777.09,362.9,1320.75
2016-07-25,97.34,622.09,776.99,362.96,1313.15
2016-07-26,97.44,622.12,776.72,362.28,1323.0
2016-07-27,97.28,624.37,778.78,362.08,1329.0
2016-07-28,97.48,624.21,778.37,361.7,1341.75
2016-07-29,97.69,627.12,780.18,361.72,1342.0
2016-08-01,97.51,623.19,778.28,362.15,1349.65
2016-08-02,96.78,619.67,775.65,361.32,1363.75
2016-08-03,97.22,619.1,775.16,360.95,1358.9
2016-08-04,97.27,622.23,777.82,362.45,1362.75
2016-08-05,98.13,619.55,775.04,364.39,1340.4
2016-08-08,98.1,620.79,776.2,365.75,1336.8
2016-08-09,98.14,623.88,779.09,367.0,1341.0
2016-08-10,97.86,626.05,781.34,367.29,1347.7
2016-08-11,98.33,622.29,778.63,367.94,1355.0
2016-08-12,98.3,625.54,781.63,368.3,1352.2
2016-08-15,98.67,623.47,780.76,369.19,1339.4
2016-08-16,98.1,622.53,780.11,370.1,1344.0
2016-08-17,98.22,623.74,781.44,370.43,1343.35
2016-08-18,98.53,625.28,783.14,371.06,1350.05
2016-08-19,98.39,623.65,781.74,371.11,1346.4
2016-08-22,98.38,626.35,784.17,371.42,1335.9
2016-08-23,98.63,626.55,784.31,372.42,1342.0
2016-08-24,98.07,626.44,784.35,372.87,1327.25
2016-08-25,98.0,625.08,783.42,373.16,1321.3
2016-08-26,97.83,622.53,781.05,373.6,1318.75
2016-08-30,98.22,626.77,784.56,374.86,1318.15
2016-08-31,97.99,626.88,784.39,374.82,1309.25
2016-09-01,98.03,627.18,784.34,374.9,1309.5
2016-09-02,98.55,625.13,782.91,375.22,1324.7
2016-09-06,98.83,627.42,785.76,376.5,1337.25
2016-09-07,98.95,626.95,785.8,377.11,1348.35
2016-09-08,98.74,621.73,781.81,378.04,1343.4
2016-09-09,96.25,617.55,778.49,376.95,1330.85
2016-09-12,97.61,617.13,778.05,375.94,1324.6
2016-09-13,96.1,612.64,774.56,374.51,1323.65
2016-09-14,96.05,614.6,776.28,374.09,1321.75
2016-09-15,97.03,613.49,775.66,374.41,1310.8
2016-09-16,96.69,614.47,775.87,373.48,1308.35
2016-09-19,96.79,615.57,776.63,374.41,1314.85
2016-09-20,96.76,616.4,777.41,374.65,1313.8
2016-09-21,97.86,617.71,778.5,375.42,1326.1
2016-09-22,98.61,620.76,781.42,378.07,1339.1
2016-09-23,98.07,622.07,782.47,377.88,1338.65
2016-09-26,97.25,622.82,783.18,377.99,1340.5
2016-09-27,97.79,624.83,784.52,377.79,1327.0
2016-09-28,98.38,624.06,784.45,378.64,1322.5
2016-09-29,97.41,624.81,785.33,380.24,1318.1
2016-09-30,98.21,621.57,783.05,381.46,1322.5
2016-10-03,97.9,621.89,782.97,382.27,1313.3
2016-10-04,97.42,618.8,780.55,383.1,1283.3
2016-10-05,97.89,617.69,779.8,384.4,1269.4
2016-10-06,97.84,616.69,779.81,385.28,1254.5
2016-10-07,97.48,616.9,780.36,385.58,1258.75
2016-10-10,98.0,617.05,780.64,385.88,1259.5
2016-10-11,96.76,615.92,779.98,386.45,1253.45
2016-10-12,96.86,615.15,779.63,385.87,1256.5
2016-10-13,96.52,617.34,781.89,386.04,1261.05
2016-10-14,96.5,613.75,779.2,387.09,1251.75
2016-10-17,96.23,616.25,781.11,387.16,1254.8
2016-10-18,96.83,618.35,782.37,388.48,1258.2
2016-10-19,97.1,618.48,783.0,390.14,1269.05
2016-10-20,96.94,619.0,783.69,390.57,1271.65
2016-10-21,96.95,618.54,783.63,390.55,1266.05
2016-10-24,97.46,616.81,782.62,391.33,1265.55
2016-10-25,97.01,617.04,782.91,391.46,1269.4
2016-10-26,96.74,614.45,780.75,390.27,1270.5
2016-10-27,96.33,611.05,778.1,389.65,1266.25
2016-10-28,96.07,610.13,777.44,388.99,1273.0
2016-10-31,96.12,610.72,777.89,387.47,1272.0
2016-11-01,95.41,611.42,778.14,385.78,1288.45
2016-11-02,94.67,611.44,777.85,383.03,1303.75
2016-11-03,94.27,609.71,776.67,383.2,1301.0
2016-11-04,94.19,611.61,777.68,382.21,1302.8
2016-11-07,96.24,610.37,776.91,384.24,1283.05
2016-11-08,96.64,609.42,775.79,383.68,1282.35
2016-11-09,97.96,597.09,766.24,383.05,1281.4
2016-11-10,98.23,597.54,764.85,383.25,1267.5
2016-11-11,98.37,597.59,764.94,383.35,1236.45
2016-11-14,98.63,592.7,759.46,380.54,1213.6
2016-11-15,99.37,592.46,759.81,382.9,1226.95
2016-11-16,99.24,594.53,760.8,382.95,1229.2
2016-11-17,99.75,591.13,758.25,384.09,1226.75
2016-11-18,99.6,588.86,755.43,384.34,1211.0
2016-11-21,100.34,588.25,755.28,385.63,1214.25
2016-11-22,100.68,589.06,755.95,387.05,1212.25
2016-11-23,100.81,588.67,754.8,387.22,1185.35
2016-11-25,101.2,588.67,754.66,387.26,1187.7
2016-11-28,100.56,591.26,757.14,388.09,1187.0
2016-11-29,100.7,592.7,758.24,387.51,1186.55
2016-11-30,100.48,589.76,756.21,389.51,1178.1
2016-12-01,100.05,585.86,753.73,390.6,1161.85
2016-12-02,100.1,588.45,756.16,391.43,1173.5
2016-12-05,100.84,588.79,756.95,393.38,1162.2
2016-12-06,101.31,587.82,756.84,395.45,1172.5
2016-12-07,102.59,590.32,759.68,397.29,1177.65
2016-12-08,102.98,587.63,758.09,397.94,1171.05
2016-12-09,103.43,584.01,755.27,398.93,1163.6
2016-12-12,103.16,584.2,755.47,400.12,1156.1
2016-12-13,103.75,585.12,756.39,400.78,1158.55
2016-12-14,102.84,584.33,755.5,400.82,1162.25
2016-12-15,103.27,583.44,753.95,399.73,1126.95
2016-12-16,103.11,581.95,753.13,399.73,1131.6
2016-12-19,103.36,585.42,756.1,399.94,1136.25
2016-12-20,103.82,584.09,755.23,400.72,1125.7
2016-12-21,103.57,585.71,756.82,401.24,1133.65
2016-12-22,103.29,585.69,756.95,401.65,1131.35
2016-12-28,102.87,589.15,759.76,403.15,1134.6
2016-12-29,102.87,590.2,761.11,403.52,1145.9
2017-01-03,103.27,592.62,763.42,405.42,1151.0
2017-01-04,104.12,593.31,764.17,407.7,1164.25
2017-01-05,103.95,597.9,768.44,409.48,1176.7
2017-01-06,104.24,594.71,766.28,409.86,1175.85
2017-01-09,103.83,596.82,768.29,409.75,1178.5
2017-01-10,103.93,596.45,768.0,410.97,1189.5
2017-01-11,104.23,597.19,768.35,410.56,1178.55
2017-01-12,103.94,597.16,768.8,410.2,1205.05
2017-01-13,104.23,596.03,768.26,410.68,1190.35
2017-01-17,103.8,599.06,771.27,411.01,1216.05
2017-01-18,104.04,595.48,768.32,410.64,1214.75
2017-01-19,103.62,592.9,765.54,410.64,1196.05
2017-01-20,103.97,592.41,765.55,410.9,1200.55
2017-01-23,103.72,595.61,768.86,410.77,1212.85
